"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the range slider is visible.
        ","1418","test_range_slider_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"Verify that the large resource status banner appears after loading.","30861","test_large_resource_banner_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestSlowResourcesPage","test_slow_resources_page","",""
"Test adding a single element creates exactly one delete button.","3376","test_add_one_element[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the floating menu is visible when the page loads.
        ","1423","test_floating_menu_is_visible_on_load[chromium]","tests","2026-08-07","passed","2026-08-07","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that clicking the sign up button on the active A/B version
        shows a confirmation toast.
        ","1411","test_signup_displays_confirmation_toast[chromium]","tests","2026-08-07","passed","2026-08-07","TestABTestingPage","test_ab_testing_page","",""
"
        Test that uploading a file displays the uploaded section with the correct file name.
        ","877","test_upload_file[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileUploadPage","test_file_upload_page","",""
"
        Test that searching for a non-existent framework shows no results message.
        ","1411","test_combobox_search_no_results[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that the Gallery tab may or may not be present on page load.
        The test passes regardless of whether the tab is present or not.
        ","1411","test_gallery_tab_may_be_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that initial paragraphs are present on page load.
        ","880","test_initial_paragraphs_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that the text input is disabled by default.
        ","2924","test_text_input_is_disabled_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that the page heading is visible.
        ","915","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestGeolocationPage","test_geolocation_page","",""
"
        Test that clicking Select All checks all fruit checkboxes.
        ","995","test_select_all_checks_all_items[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test switching to iFrame and retrieving text content.
        ","1815","test_switch_to_iframe_and_get_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"Test that Add Element and Delete buttons are visible after adding one element.","1342","test_button_visibility_after_adding_one[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the Example 2 finish content is not present before clicking Start.
        ","12","test_example2_content_not_present_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that clicking Randomize Content changes the displayed content.
        ","2481","test_content_changes_on_randomize[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that the heading, description, card content, and sign up button are all visible
        for the active A/B version.
        ","904","test_active_version_elements_are_displayed[chromium]","tests","2026-08-07","passed","2026-08-07","TestABTestingPage","test_ab_testing_page","",""
"
        Test that the Example 2 finish content displays ""Hello World!"".
        ","3673","test_example2_content_text_is_hello_world[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that the Drag and Drop heading is visible.
        ","1421","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the success message displays the expected text.
        ","1385","test_success_message_has_correct_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestStaleElementPage","test_stale_element_page","",""
"
        Test that hovering over User 3 image shows the caption.
        ","1368","test_user_3_caption_visible_on_hover[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
"
        Test clearing iFrame content and typing new text.
        ","1540","test_clear_and_type_in_iframe[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that hovering over User 1 image shows the caption.
        ","1353","test_user_1_caption_visible_on_hover[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
