"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the modal has body text.
        ","2317","Modal has body text","UI","2026-09-13","passed","2026-09-13","Entry Ad","Regression","",""
"
        Test that logging in with correct credentials shows the secure area.
        ","919","Successful login shows secure area","UI","2026-09-13","passed","2026-09-13","Secure File Download","Regression","",""
"
        Test that checking all items individually checks Select All.
        ","1935","Checking every item checks Select All","UI","2026-09-13","passed","2026-09-13","Checkboxes","Regression","",""
"
        Test that clicking the stale button shows the success description.
        ","820","Click stale button shows success description","UI","2026-09-13","passed","2026-09-13","Stale Element","Regression","",""
"Test removing multiple elements updates the list correctly.","1586","Removing multiple elements updates the list correctly.'''","UI","2026-09-13","passed","2026-09-13","Add/Remove Elements","Regression","",""
"
        Test that only one A/B version card is visible at a time - never both simultaneously.
        ","1332","Only one ab version is displayed at a time","UI","2026-09-13","passed","2026-09-13","A/B Testing","Smoke","",""
"
        Test that the page heading is visible.
        ","1913","Page heading is visible","UI","2026-09-13","passed","2026-09-13","File Download","Regression","",""
"
        Test that clicking the Home tab shows the Home content.
        ","1331","Click home tab shows content","UI","2026-09-13","passed","2026-09-13","Disappearing Elements","Regression","",""
"
        Test that the card body paragraph for the active A/B version is visible
        and has correct content.
        ","845","Active version card body content is displayed","UI","2026-09-13","passed","2026-09-13","A/B Testing","Smoke","",""
"
        Test that the original page URL remains unchanged after opening a new window.
        ","2370","Original page url unchanged after opening new window","UI","2026-09-13","passed","2026-09-13","Multiple Windows","Regression","",""
"Test that all menu buttons in Example 1 are visible.","427","All menu buttons in Example 1 are visible.'''","UI","2026-09-13","passed","2026-09-13","Shifting Content","Regression","",""
"
        Test that scrolling to bottom loads more content.
        ","1296","Scroll loads more content","UI","2026-09-13","passed","2026-09-13","Infinite Scroll","Regression","",""
"
        Test that clicking Start in Example 2 loads the content after the async request.
        ","3636","Example2 content appears after start","UI","2026-09-13","passed","2026-09-13","Dynamic Loading","Regression","",""
"
        Test that the Back to Home link is visible on the page.
        ","865","Back to home link is visible","UI","2026-09-13","passed","2026-09-13","Nested Frames","Regression","",""
"
        Test that hovering over User 3 image shows the caption.
        ","2330","User 3 caption visible on hover","UI","2026-09-13","passed","2026-09-13","Hovers","Regression","",""
"
        Test that the table is visible, has initial rows, and that individual row deletions work.
        ","2031","Table structure and row deletion","UI","2026-09-13","passed","2026-09-13","Challenging DOM","Regression","",""
"
        Test that downloading sample.txt works after login.
        ","1465","Download sample file","UI","2026-09-13","passed","2026-09-13","Secure File Download","Regression","",""
"
        Test that clicking the CSV submenu item shows a toast notification.
        ","1959","Click csv submenu shows toast","UI","2026-09-13","passed","2026-09-13","Menus","Regression","",""
"Test adding a single element creates exactly one delete button.","1835","Adding a single element creates exactly one delete button.'''","UI","2026-09-13","passed","2026-09-13","Add/Remove Elements","Smoke","",""
"
        Test that clicking Disable disables the text input.
        ","1865","Disable text input","UI","2026-09-13","passed","2026-09-13","Dynamic Controls","Regression","",""
"
        Test that the File Uploader heading is visible.
        ","1358","Uploader heading is visible","UI","2026-09-13","passed","2026-09-13","File Upload","Regression","",""
"
        Test that pressing a special key (Enter) displays the correct result.
        ","1316","Send special key","UI","2026-09-13","passed","2026-09-13","Key Presses","Regression","",""
"
        Test that clicking Enable enables the text input.
        ","1338","Enable text input","UI","2026-09-13","passed","2026-09-13","Dynamic Controls","Regression","",""
"
        Test that clicking JS Alert and accepting it shows the success message.
        ","833","Handle js alert","UI","2026-09-13","passed","2026-09-13","JavaScript Alerts","Regression","",""
"
        Test that clicking the PDF submenu item shows a toast notification.
        ","1436","Click pdf submenu shows toast","UI","2026-09-13","passed","2026-09-13","Menus","Regression","",""
"
        Verifies that the text element inside the first shadow root is
        visible when queried from the main document context.
        ","847","First shadow element is visible","UI","2026-09-13","passed","2026-09-13","Shadow Dom","Regression","",""
"
        Test that the Home tab is always present.
        ","1380","Home tab always present","UI","2026-09-13","passed","2026-09-13","Disappearing Elements","Regression","",""
"
        Test that after dropping the item in column B, it is a child of column B.
        ","901","Verify item in column b after drop","UI","2026-09-13","passed","2026-09-13","Drag and Drop","Regression","",""
"
        Test that the new window heading is 'New Window'.
        ","2836","New window heading is correct","UI","2026-09-13","passed","2026-09-13","Multiple Windows","Regression","",""
"
        Test that uploading a file displays the uploaded section with the correct file name.
        ","853","Upload file","UI","2026-09-13","passed","2026-09-13","File Upload","Regression","",""
"
        Test that broken images fail to load (naturalWidth == 0).
        ","2381","Broken images fail to load","UI","2026-09-13","passed","2026-09-13","Broken Images","Regression","",""
"
        Test that clicking the Contact Us tab shows the Contact Us content.
        ","1330","Click contact us tab shows content","UI","2026-09-13","passed","2026-09-13","Disappearing Elements","Regression","",""
"
        Test that the iFrame page heading is visible.
        ","1394","Page heading is visible","UI","2026-09-13","passed","2026-09-13","iFrame","Regression","",""
"
        Test that the Secure File Download heading is visible.
        ","920","Page heading is visible","UI","2026-09-13","passed","2026-09-13","Secure File Download","Regression","",""
"
        Test that the Notification Messages heading is visible.
        ","1392","Page heading is visible","UI","2026-09-13","passed","2026-09-13","Notification Messages","Regression","",""
"
        Test that the child frame content (heading and instructional text) is
        visible after switching through the parent frame to the child frame.
        ","888","Child frame content is visible","UI","2026-09-13","passed","2026-09-13","Nested Frames","Regression","",""
"
        Test that all images (working and broken) are present in the DOM.
        ","794","All images are present in dom","UI","2026-09-13","passed","2026-09-13","Broken Images","Regression","",""
"
        Test that the instruction text is visible.
        ","1389","Instruction text is visible","UI","2026-09-13","passed","2026-09-13","Disappearing Elements","Regression","",""
"
        Test that the stale button has the expected label text.
        ","842","Stale button label is correct","UI","2026-09-13","passed","2026-09-13","Stale Element","Regression","",""
"
        Test that clicking Start Redirect shows the countdown text.
        ","1312","Click start redirect shows countdown","UI","2026-09-13","passed","2026-09-13","Redirect Link","Regression","",""
"
        Test that hovering over User 1 image shows the caption.
        ","908","User 1 caption visible on hover","UI","2026-09-13","passed","2026-09-13","Hovers","Regression","",""
"
        Test that the floating menu reappears when scrolling back up.
        ","1704","Menu reappears on scroll up","UI","2026-09-13","passed","2026-09-13","Floating Menu","Regression","",""
"Test that newly created elements display the correct 'Element N' text.","1447","Newly created elements display the correct 'Element N' text.'''","UI","2026-09-13","passed","2026-09-13","Add/Remove Elements","Regression","",""
"
        Test that the Back to Home link is visible in the new window.
        ","2751","New window back to home link is visible","UI","2026-09-13","passed","2026-09-13","Multiple Windows","Regression","",""
"
        Test that the range slider displays the default values.
        ","1894","Range slider default values","UI","2026-09-13","passed","2026-09-13","Horizontal Slider","Regression","",""
"
        Test that parent page content is still accessible while working with iFrame.
        ","1883","Parent page content accessible","UI","2026-09-13","passed","2026-09-13","iFrame","Regression","",""
"
        Test that pressing a standard key (A) displays the correct result.
        ","2315","Send standard key","UI","2026-09-13","passed","2026-09-13","Key Presses","Regression","",""
"
        Test that multiple consecutive scrolls continue to load more content.
        ","1965","Multiple scrolls load incremental content","UI","2026-09-13","passed","2026-09-13","Infinite Scroll","Regression","",""
"
        Test that the static page heading and description text are correct
        regardless of A/B version.
        ","876","Page heading and description text are correct","UI","2026-09-13","passed","2026-09-13","A/B Testing","Smoke","",""
"
        Test that the page heading is visible.
        ","860","Page heading is visible","UI","2026-09-13","passed","2026-09-13","Floating Menu","Regression","",""
"
        Test that clicking the close button hides the notification.
        ","1935","Close button hides notification","UI","2026-09-13","passed","2026-09-13","Notification Messages","Regression","",""
"
        Test that the Infinite Scroll page heading is visible.
        ","1855","Page heading is visible","UI","2026-09-13","passed","2026-09-13","Infinite Scroll","Regression","",""
"
        Test that hovering over the Share menu item triggers the sub-menu.
        ","885","Hover share item triggers sub menu","UI","2026-09-13","passed","2026-09-13","Context Menu","Regression","",""
"
        Test that the instruction text is visible.
        ","1417","Instruction text is visible","UI","2026-09-13","passed","2026-09-13","Dynamic Content","Regression","",""
"
        Test that dragging the item from column C to column D works.
        ","1481","Drag item from c to d","UI","2026-09-13","passed","2026-09-13","Drag and Drop","Regression","",""
"Test that get_list_item_count returns the correct count.","810","Get_list_item_count returns the correct count.'''","UI","2026-09-13","passed","2026-09-13","Shifting Content","Regression","",""
"
        Test that the second host element also exposes a shadow root.
        ","820","Second shadow host has shadow root","UI","2026-09-13","passed","2026-09-13","Shadow Dom","Regression","",""
"
        Test that the Drag and Drop heading is visible.
        ","868","Page heading is visible","UI","2026-09-13","passed","2026-09-13","Drag and Drop","Regression","",""
"
        Test that the Click here link is visible.
        ","902","Click here link is visible","UI","2026-09-13","passed","2026-09-13","Notification Messages","Regression","",""
