"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that the Hovers heading is visible.
        ","1393","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
"
        Test that scrolling to bottom loads more content.
        ","1359","test_scroll_loads_more_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that the page heading is visible.
        ","13","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestGeolocationPage","test_geolocation_page","",""
"
        Test that the iFrame element is present on the page.
        ","439","test_iframe_is_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that the Inputs page heading is visible.
        ","1391","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that clicking the Close button dismisses the modal.
        ","2035","test_close_modal[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that the range slider is visible.
        ","1438","test_range_slider_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that clicking Remove removes the checkbox from the DOM.
        ","853","test_remove_checkbox[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"Verify that the large resource status banner appears after loading.","31054","test_large_resource_banner_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestSlowResourcesPage","test_slow_resources_page","",""
"
        Test that the iFrame page heading is visible.
        ","378","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that the new window heading is 'New Window'.
        ","2630","test_new_window_heading_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the text input is disabled by default.
        ","1389","test_text_input_is_disabled_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that clicking Select All checks all fruit checkboxes.
        ","1452","test_select_all_checks_all_items[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that selecting Apple from the simple dropdown updates the confirmation text.
        ","1503","test_simple_dropdown_select_apple[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"Test removing multiple elements updates the list correctly.","1634","test_remove_multiple_elements[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that checking all items individually checks Select All.
        ","950","test_checking_all_items_checks_select_all[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the instruction text is visible.
        ","1393","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
"
        Test that the Example 1 content is hidden before clicking Start.
        ","13","test_example1_content_is_hidden_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"Test that the Basic Auth page loads.","915","test_basic_auth_page_loads[chromium]","tests","2026-08-07","passed","2026-08-07","TestBasicAuthPage","test_basic_auth_page","",""
"
        Test that clicking the Download File button downloads sample-file.txt.
        ","1412","test_download_file[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileDownloadPage","test_file_download_page","",""
"Test that no delete buttons are present initially.","13","test_initial_state[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that dragging the item from column C back to column A works.
        ","1029","test_drag_item_from_c_to_a[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that initial paragraphs are present on page load.
        ","893","test_initial_paragraphs_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that dragging the item from column B to column C works.
        ","1015","test_drag_item_from_b_to_c[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
