"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that clicking the stale button shows the success description.
        ","851","test_click_stale_button_shows_success_description[chromium]","tests","2026-08-05","passed","2026-08-05","TestStaleElementPage","test_stale_element_page","",""
"
        Test that the File Uploader heading is visible.
        ","1418","test_uploader_heading_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestFileUploadPage","test_file_upload_page","",""
"
        Test that dragging the item from column A to column C works.
        ","896","test_drag_item_to_column_c[chromium]","tests","2026-08-05","passed","2026-08-05","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the page heading is visible.
        ","12","test_page_heading_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestFileDownloadPage","test_file_download_page","",""
"Verify that the small resource status banner appears after loading.","5926","test_small_resource_banner_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestSlowResourcesPage","test_slow_resources_page","",""
"
        Test typing text into iFrame without clearing first (appends to existing content).
        ","906","test_type_text_without_clearing[chromium]","tests","2026-08-05","passed","2026-08-05","TestIFramePage","test_iframe_page","",""
"
        Test clearing iFrame content and typing new text.
        ","1464","test_clear_and_type_in_iframe[chromium]","tests","2026-08-05","passed","2026-08-05","TestIFramePage","test_iframe_page","",""
"
        Test that typing in the combobox search filters the available options.
        ","1463","test_combobox_search_filters_options[chromium]","tests","2026-08-05","passed","2026-08-05","TestDropdownPage","test_dropdown_page","",""
"
        Test that the new window heading is 'New Window'.
        ","2189","test_new_window_heading_is_correct[chromium]","tests","2026-08-05","passed","2026-08-05","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the single value slider is visible.
        ","1417","test_single_slider_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that the original page URL remains unchanged after opening a new window.
        ","1054","test_original_page_url_unchanged_after_opening_new_window[chromium]","tests","2026-08-05","passed","2026-08-05","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that clicking Start in Example 2 loads the content after the async request.
        ","3681","test_example2_content_appears_after_start[chromium]","tests","2026-08-05","passed","2026-08-05","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that searching for React in the combobox and selecting it updates the button text.
        ","1672","test_combobox_search_and_select_react[chromium]","tests","2026-08-05","passed","2026-08-05","TestDropdownPage","test_dropdown_page","",""
"
        Test that the Infinite Scroll page heading is visible.
        ","2412","test_page_heading_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"Test adding multiple elements creates one new delete button per click.","1729","test_add_multiple_elements[chromium]","tests","2026-08-05","passed","2026-08-05","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the Back to Home link is visible in the new window.
        ","2129","test_new_window_back_to_home_link_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that disabled checkboxes cannot be changed.
        ","1938","test_disabled_checkboxes_cannot_be_changed[chromium]","tests","2026-08-05","passed","2026-08-05","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the modal window appears after navigating to the page.
        ","2840","test_modal_appears_on_page_load[chromium]","tests","2026-08-05","passed","2026-08-05","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that clicking Randomize Content changes the displayed content.
        ","1540","test_content_changes_on_randomize[chromium]","tests","2026-08-05","passed","2026-08-05","TestDynamicContentPage","test_dynamic_content_page","",""
"Test that Add Element and Delete buttons are visible after adding one element.","1371","test_button_visibility_after_adding_one[chromium]","tests","2026-08-05","passed","2026-08-05","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the instruction text is visible.
        ","1370","test_instruction_text_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that clicking the Home tab shows the Home content.
        ","1865","test_click_home_tab_shows_content[chromium]","tests","2026-08-05","passed","2026-08-05","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"Test that no delete buttons are present initially.","12","test_initial_state[chromium]","tests","2026-08-05","passed","2026-08-05","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the page heading is visible.
        ","14","test_page_heading_is_visible[chromium]","tests","2026-08-05","passed","2026-08-05","TestFloatingMenuPage","test_floating_menu_page","",""
